sku,store_view_code,attribute_set_code,product_type,categories,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,created_at,updated_at,new_from_date,new_to_date,map_price,msrp_price,map_enabled,qty,out_of_stock_qty,website_id,product_websites,manage_stock,use_config_manage_stock
65145124,,Default,simple,Default Category/Slatwall/Place Holder,Slatwall Finished Endcap Almnd,Slatwall Finished Endcap Almnd,,0,1,Taxable Goods,"Catalog, Search",22.01,,,,slatwall-finished-endcap-almnd-65145124,,,,/65145124_base.jpg,Slatwall Finished Endcap Almnd base image,/65145124_base.jpg,Slatwall Finished Endcap Almnd small image,/65145124_base.jpg,Slatwall Finished Endcap Almnd thumbnail,,,,,,,,1,0,1,base,0,0
651451B,,Default,simple,Default Category/Slatwall/Place Holder,Slatwall Edge Cap 8 Black,Slatwall Edge Cap 8 Black,,0,1,Taxable Goods,"Catalog, Search",5.41,,,,slatwall-edge-cap-8-black-651451B,,,,/651451B_base.jpg,Slatwall Edge Cap 8 Black base image,/651451B_base.jpg,Slatwall Edge Cap 8 Black small image,/651451B_base.jpg,Slatwall Edge Cap 8 Black thumbnail,,,,,,,,1,0,1,base,0,0
651451G,,Default,simple,Default Category/Slatwall/Place Holder,Slatwall Edge Cap 8 Dove Gray,Slatwall Edge Cap 8 Dove Gray,,0,1,Taxable Goods,"Catalog, Search",5.41,,,,slatwall-edge-cap-8-dove-gray-651451G,,,,/651451G_base.jpg,Slatwall Edge Cap 8 Dove Gray base image,/651451G_base.jpg,Slatwall Edge Cap 8 Dove Gray small image,/651451G_base.jpg,Slatwall Edge Cap 8 Dove Gray thumbnail,,,,,,,,1,0,1,base,0,0
6514524,,Default,simple,Default Category/Slatwall/Place Holder,Slatwall Edge Cap 8 Almond,Slatwall Edge Cap 8 Almond,,0,1,Taxable Goods,"Catalog, Search",5.41,,,,slatwall-edge-cap-8-almond-6514524,,,,/6514524_base.jpg,Slatwall Edge Cap 8 Almond base image,/6514524_base.jpg,Slatwall Edge Cap 8 Almond small image,/6514524_base.jpg,Slatwall Edge Cap 8 Almond thumbnail,,,,,,,,1,0,1,base,0,0
65155,,Default,simple,Default Category/Slatwall/Slatwall Inserts,End Caps 8' Long White,"<p align=left><font size=2 face=""Verdana, Helvetica"">Some&nbsp;slatwall panel inserts can&nbsp;be used&nbsp;to increase the strength of the board so you can display heavy merchandise.&nbsp;<em><font size=2>T shaped Aluminum Inserts</font></em><font size=2> must be installed during the manufacturing of the slatwall. These inserts&nbsp;increase the weight&nbsp;capacity to 50-60 pounds per bracket.</font><font size=2> <font size=2>Please call </font><font color=#000000 size=2>1-800-426-5708 to&nbsp;order metal-reinforced slatwall - a sales representative would be happy to help you!&nbsp;<br><br></font></font>Other&nbsp;slatwall panel inserts increase the visual appeal of your display but do not add any strength to the slatwall.&nbsp;<br><em>Color Grooves Tape</em> is a flat, flexible, non-adhesive vinyl. Comes on a roll. 1 Roll per sheet of slatwall.<br><em>Colorsnaps</em> actually&nbsp;snap into place after the panel is installed. Covers entire groove. Comes in 8' lengths.<br><em>Plastic End Caps</em>&nbsp;are 8' long and cover the ends of your unfinished slatwall. These are a great solution for covering up an unfinished edge.<br></font><font size=2 face=""Verdana, Helvetica"">*Other connectors available to make corners, or build displays for permanent or temporary solutions.&nbsp;</font><font face=""Verdana, Helvetica""><font size=2><font color=#000000>For more information&nbsp;call us at <font color=#000000>1-800-426-5708</font> or<br>e-mail us at</font>&nbsp;</font><a href=""mailto:Info@americanretailsupply.com""><font color=#0000ff size=2 face=""Verdana, Helvetica""><a href=""mailto:Info@americanretailsupply.com"">Info@americanretailsupply.com</font></a><font color=#ff0000 size=2 face=""Verdana, Helvetica""><br>Some</a> of these items will be shipped VIA common carrier. Freight will be quoted separately. You will be notified of the freight amount.</font></p></font>",Slatwall Panel Inserts,1,1,Taxable Goods,"Catalog, Search",12.5,,,,end-caps-8'-long-white-65155,slatwall panel inserts for retail display and fixtures,"slatwall panel inserts, display, fixtures permanent, reinforcement",slatwall panel inserts for retail display and fixtures,/65155_base.jpg,End Caps 8' Long White base image,/65155_base.jpg,End Caps 8' Long White small image,/65155_base.jpg,End Caps 8' Long White thumbnail,,,,,,,,1,0,1,base,0,0
65156,,Default,simple,Default Category/Slatwall/Place Holder,End Caps 8' Long Gray,"<p align=left><font size=2 face=""Verdana, Helvetica"">Some&nbsp;slatwall panel inserts can&nbsp;be used&nbsp;to increase the strength of the board so you can display heavy merchandise.&nbsp;<em><font size=2>T shaped Aluminum Inserts</font></em><font size=2> must be installed during the manufacturing of the slatwall. These inserts&nbsp;increase the weight&nbsp;capacity to 50-60 pounds per bracket.</font><font size=2> <font size=2>Please call </font><font color=#000000 size=2>1-800-426-5708 to&nbsp;order metal-reinforced slatwall - a sales representative would be happy to help you!&nbsp;<br><br></font></font>Other&nbsp;slatwall panel inserts increase the visual appeal of your display but do not add any strength to the slatwall.&nbsp;<br><em>Color Grooves Tape</em> is a flat, flexible, non-adhesive vinyl. Comes on a roll. 1 Roll per sheet of slatwall.<br><em>Colorsnaps</em> actually&nbsp;snap into place after the panel is installed. Covers entire groove. Comes in 8' lengths.<br><em>Plastic End Caps</em>&nbsp;are 8' long and cover the ends of your unfinished slatwall. These are a great solution for covering up an unfinished edge.<br></font><font size=2 face=""Verdana, Helvetica"">*Other connectors available to make corners, or build displays for permanent or temporary solutions.&nbsp;</font><font face=""Verdana, Helvetica""><font size=2><font color=#000000>For more information&nbsp;call us at <font color=#000000>1-800-426-5708</font> or<br>e-mail us at</font>&nbsp;</font><a href=""mailto:Info@americanretailsupply.com""><font color=#0000ff size=2 face=""Verdana, Helvetica""><a href=""mailto:Info@americanretailsupply.com"">Info@americanretailsupply.com</font></a><font color=#ff0000 size=2 face=""Verdana, Helvetica""><br>Some</a> of these items will be shipped VIA common carrier. Freight will be quoted separately. You will be notified of the freight amount.</font></p></font>",Slatwall Panel Inserts,1,1,Taxable Goods,"Catalog, Search",12.5,,,,end-caps-8'-long-gray-65156,slatwall panel inserts for retail display and fixtures,"slatwall panel inserts, display, fixtures permanent, reinforcement",slatwall panel inserts for retail display and fixtures,/65156_base.jpg,End Caps 8' Long Gray base image,/65156_base.jpg,End Caps 8' Long Gray small image,/65156_base.jpg,End Caps 8' Long Gray thumbnail,,,,,,,,1,0,1,base,0,0
65157,,Default,simple,Default Category/Slatwall/Slatwall Inserts,End Caps 8' Long Black,"<p align=left><font size=2 face=""Verdana, Helvetica"">Some&nbsp;slatwall panel inserts can&nbsp;be used&nbsp;to increase the strength of the board so you can display heavy merchandise.&nbsp;<em><font size=2>T shaped Aluminum Inserts</font></em><font size=2> must be installed during the manufacturing of the slatwall. These inserts&nbsp;increase the weight&nbsp;capacity to 50-60 pounds per bracket.</font><font size=2> <font size=2>Please call </font><font color=#000000 size=2>1-800-426-5708 to&nbsp;order metal-reinforced slatwall - a sales representative would be happy to help you!&nbsp;<br><br></font></font>Other&nbsp;slatwall panel inserts increase the visual appeal of your display but do not add any strength to the slatwall.&nbsp;<br><em>Color Grooves Tape</em> is a flat, flexible, non-adhesive vinyl. Comes on a roll. 1 Roll per sheet of slatwall.<br><em>Colorsnaps</em> actually&nbsp;snap into place after the panel is installed. Covers entire groove. Comes in 8' lengths.<br><em>Plastic End Caps</em>&nbsp;are 8' long and cover the ends of your unfinished slatwall. These are a great solution for covering up an unfinished edge.<br></font><font size=2 face=""Verdana, Helvetica"">*Other connectors available to make corners, or build displays for permanent or temporary solutions.&nbsp;</font><font face=""Verdana, Helvetica""><font size=2><font color=#000000>For more information&nbsp;call us at <font color=#000000>1-800-426-5708</font> or<br>e-mail us at</font>&nbsp;</font><a href=""mailto:Info@americanretailsupply.com""><font color=#0000ff size=2 face=""Verdana, Helvetica""><a href=""mailto:Info@americanretailsupply.com"">Info@americanretailsupply.com</font></a><font color=#ff0000 size=2 face=""Verdana, Helvetica""><br>Some</a> of these items will be shipped VIA common carrier. Freight will be quoted separately. You will be notified of the freight amount.</font></p></font>",Slatwall Panel Inserts,1,1,Taxable Goods,"Catalog, Search",12.5,,,,end-caps-8'-long-black-65157,slatwall panel inserts for retail display and fixtures,"slatwall panel inserts, display, fixtures permanent, reinforcement",slatwall panel inserts for retail display and fixtures,/65157_base.jpg,End Caps 8' Long Black base image,/65157_base.jpg,End Caps 8' Long Black small image,/65157_base.jpg,End Caps 8' Long Black thumbnail,,,,,,,,1,0,1,base,0,0
6515951,,Default,simple,Default Category/Fixtures; Racks & Shelving/Place Holder,Adj. Hang Rod Bracket,Adj. Hang Rod Bracket,,0,1,Taxable Goods,"Catalog, Search",17.64,,,,adj.-hang-rod-bracket-6515951,,,,/6515951_base.jpg,Adj. Hang Rod Bracket base image,/6515951_base.jpg,Adj. Hang Rod Bracket small image,/6515951_base.jpg,Adj. Hang Rod Bracket thumbnail,,,,,,,,1,0,1,base,0,0
65165,,Default,simple,Default Category/Slatwall/Place Holder,Channel Plastic White,Channel Plastic White,,0,1,Taxable Goods,"Catalog, Search",3.74,,,,channel-plastic-white-65165,,,,/65165_base.jpg,Channel Plastic White base image,/65165_base.jpg,Channel Plastic White small image,/65165_base.jpg,Channel Plastic White thumbnail,,,,,,,,1,0,1,base,0,0
65166,,Default,simple,Default Category/Slatwall/Place Holder,Channel Plastic Gray,Channel Plastic Gray,,0,1,Taxable Goods,"Catalog, Search",3.74,,,,channel-plastic-gray-65166,,,,/65166_base.jpg,Channel Plastic Gray base image,/65166_base.jpg,Channel Plastic Gray small image,/65166_base.jpg,Channel Plastic Gray thumbnail,,,,,,,,1,0,1,base,0,0
