sku,store_view_code,attribute_set_code,product_type,categories,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,created_at,updated_at,new_from_date,new_to_date,map_price,msrp_price,map_enabled,qty,out_of_stock_qty,website_id,product_websites,manage_stock,use_config_manage_stock
706030,,Default,simple,Default Category/Displays/Place Holder,Acry Pegbrd Signhldr 5.5Wx3.5H,Acry Pegbrd Signhldr 5.5Wx3.5H,,0,1,Taxable Goods,"Catalog, Search",5.97,,,,acry-pegbrd-signhldr-5.5wx3.5h-706030,,,,/706030_base.jpg,Acry Pegbrd Signhldr 5.5Wx3.5H base image,/706030_base.jpg,Acry Pegbrd Signhldr 5.5Wx3.5H small image,/706030_base.jpg,Acry Pegbrd Signhldr 5.5Wx3.5H thumbnail,,,,,,,,1,0,1,base,0,0
706032,,Default,simple,Default Category/Displays/Place Holder,Acry Pegbrd Signholder 7Wx5.5H,Acry Pegbrd Signholder 7Wx5.5H,,0,1,Taxable Goods,"Catalog, Search",7.52,,,,acry-pegbrd-signholder-7wx5.5h-706032,,,,/706032_base.jpg,Acry Pegbrd Signholder 7Wx5.5H base image,/706032_base.jpg,Acry Pegbrd Signholder 7Wx5.5H small image,/706032_base.jpg,Acry Pegbrd Signholder 7Wx5.5H thumbnail,,,,,,,,1,0,1,base,0,0
706039,,Default,simple,Default Category/Displays/Place Holder,Acry Pegbrd Signholdr 8.5Wx11H,Acry Pegbrd Signholdr 8.5Wx11H,,0,1,Taxable Goods,"Catalog, Search",11.67,,,,acry-pegbrd-signholdr-8.5wx11h-706039,,,,/706039_base.jpg,Acry Pegbrd Signholdr 8.5Wx11H base image,/706039_base.jpg,Acry Pegbrd Signholdr 8.5Wx11H small image,/706039_base.jpg,Acry Pegbrd Signholdr 8.5Wx11H thumbnail,,,,,,,,1,0,1,base,0,0
706043,,Default,simple,Default Category/Displays/Place Holder,Acry Pegbrd Signholder 11Wx14H,Acry Pegbrd Signholder 11Wx14H,,0,1,Taxable Goods,"Catalog, Search",22.43,,,,acry-pegbrd-signholder-11wx14h-706043,,,,/706043_base.jpg,Acry Pegbrd Signholder 11Wx14H base image,/706043_base.jpg,Acry Pegbrd Signholder 11Wx14H small image,/706043_base.jpg,Acry Pegbrd Signholder 11Wx14H thumbnail,,,,,,,,1,0,1,base,0,0
706111E,,Default,simple,Default Category/Displays/Place Holder,Acry Pegbrd Mold Brchr Hld 4x9,"<div align=left><font size=2 face=Verdana>Molded Acrylic Brochure Holder for countertop use, or use with pegboard, slatwall, gridwall&nbsp;or wallmount.&nbsp;For 8 1/2"" x 11"" brochures or 4"" x 9"" brochures&nbsp;with pegboard.<br>701080E pictured top right.</font><font face=Verdana><br><br><font size=2>&nbsp;<img style=""HEIGHT: 155px; WIDTH: 99px"" hspace=8 vspace=8 src=""https://is30.eporia.com/company_8/677784.jpg?cvt=jpeg"">Model 702115E<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;at the left</font></font></div>","Acrylic Literature Holder for Counter, Slatwall, Gridwall Economy",0.506,1,Taxable Goods,"Catalog, Search",6.73,,,,acry-pegbrd-mold-brchr-hld-4x9-706111E,"Slatwall attachments, fixtures, displays and accessories","acrylic literature holders, molded brochure holders, counter top display, wall display, slatwall fixtures","Slatwall attachments, fixtures, displays and accessories",/706111E_base.jpg,Acry Pegbrd Mold Brchr Hld 4x9 base image,/706111E_base.jpg,Acry Pegbrd Mold Brchr Hld 4x9 small image,/706111E_base.jpg,Acry Pegbrd Mold Brchr Hld 4x9 thumbnail,,,,,,,,1,0,1,base,0,0
706115E,,Default,simple,Default Category/Displays/Place Holder,Acry Pegbrd Mold Brochr 8.5x11,"<div align=left><font size=2 face=Verdana>Molded Acrylic Brochure Holder for countertop use, or use with pegboard, slatwall, gridwall&nbsp;or wallmount.&nbsp;For 8 1/2"" x 11"" brochures or 4"" x 9"" brochures&nbsp;with pegboard.<br>701080E pictured top right.</font><font face=Verdana><br><br><font size=2>&nbsp;<img style=""HEIGHT: 155px; WIDTH: 99px"" hspace=8 vspace=8 src=""https://is30.eporia.com/company_8/677784.jpg?cvt=jpeg"">Model 702115E<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;at the left</font></font></div>","Acrylic Literature Holder for Counter, Slatwall, Gridwall Economy",0.7245,1,Taxable Goods,"Catalog, Search",8.45,,,,acry-pegbrd-mold-brochr-8.5x11-706115E,"Slatwall attachments, fixtures, displays and accessories","acrylic literature holders, molded brochure holders, counter top display, wall display, slatwall fixtures","Slatwall attachments, fixtures, displays and accessories",/706115E_base.jpg,Acry Pegbrd Mold Brochr 8.5x11 base image,/706115E_base.jpg,Acry Pegbrd Mold Brochr 8.5x11 small image,/706115E_base.jpg,Acry Pegbrd Mold Brochr 8.5x11 thumbnail,,,,,,,,1,0,1,base,0,0
70612ST,,Default,simple,Default Category/Displays/Place Holder,Acry SW Molded Shelf 12Lx6W,Acry SW Molded Shelf 12Lx6W,,0,1,Taxable Goods,"Catalog, Search",1.26,,,,acry-sw-molded-shelf-12lx6w-70612ST,,,,/70612ST_base.jpg,Acry SW Molded Shelf 12Lx6W base image,/70612ST_base.jpg,Acry SW Molded Shelf 12Lx6W small image,/70612ST_base.jpg,Acry SW Molded Shelf 12Lx6W thumbnail,,,,,,,,1,0,1,base,0,0
70618,,Default,simple,Default Category/Displays/Place Holder,Plastic Broch Hldr 6-1/8x7,Plastic Broch Hldr 6-1/8x7,,0,1,Taxable Goods,"Catalog, Search",7.16,,,,plastic-broch-hldr-6-18x7-70618,,,,/70618_base.jpg,Plastic Broch Hldr 6-1/8x7 base image,/70618_base.jpg,Plastic Broch Hldr 6-1/8x7 small image,/70618_base.jpg,Plastic Broch Hldr 6-1/8x7 thumbnail,,,,,,,,1,0,1,base,0,0
706421,,Default,simple,Default Category/Displays/Place Holder,Acry Pegboard Dbl Hosiery Bin,Acry Pegboard Dbl Hosiery Bin,,0,1,Taxable Goods,"Catalog, Search",25.06,,,,acry-pegboard-dbl-hosiery-bin-706421,,,,/706421_base.jpg,Acry Pegboard Dbl Hosiery Bin base image,/706421_base.jpg,Acry Pegboard Dbl Hosiery Bin small image,/706421_base.jpg,Acry Pegboard Dbl Hosiery Bin thumbnail,,,,,,,,1,0,1,base,0,0
707030,,Default,simple,Default Category/Displays/Place Holder,Acry SW Petg Signholdr 5.5x3.5,Acry SW Petg Signholdr 5.5x3.5,,0,1,Taxable Goods,"Catalog, Search",3.46,,,,acry-sw-petg-signholdr-5.5x3.5-707030,,,,/707030_base.jpg,Acry SW Petg Signholdr 5.5x3.5 base image,/707030_base.jpg,Acry SW Petg Signholdr 5.5x3.5 small image,/707030_base.jpg,Acry SW Petg Signholdr 5.5x3.5 thumbnail,,,,,,,,1,0,1,base,0,0
707039,,Default,simple,Default Category/Displays/Place Holder,Acry SW Petg Signholder 8.5x11,Acry SW Petg Signholder 8.5x11,,0,1,Taxable Goods,"Catalog, Search",8.71,,,,acry-sw-petg-signholder-8.5x11-707039,,,,/707039_base.jpg,Acry SW Petg Signholder 8.5x11 base image,/707039_base.jpg,Acry SW Petg Signholder 8.5x11 small image,/707039_base.jpg,Acry SW Petg Signholder 8.5x11 thumbnail,,,,,,,,1,0,1,base,0,0
707040,,Default,simple,Default Category/Displays/Place Holder,Acry SW Petg Signholder 11x8.5,Acry SW Petg Signholder 11x8.5,,0,1,Taxable Goods,"Catalog, Search",8.71,,,,acry-sw-petg-signholder-11x8.5-707040,,,,/707040_base.jpg,Acry SW Petg Signholder 11x8.5 base image,/707040_base.jpg,Acry SW Petg Signholder 11x8.5 small image,/707040_base.jpg,Acry SW Petg Signholder 11x8.5 thumbnail,,,,,,,,1,0,1,base,0,0
707324,,Default,simple,Default Category/Displays/Place Holder,Acry Shelf Blank 8x24,"<div><font color=#000000><font size=2 face=Verdana>Use these shelves with knife edge brackets for slatwall, gridwall or wall systems.&nbsp; You can use these in place of glass or wood shelves.</font></font><font size=2 face=Verdana>&nbsp;<br></font></div>",Acrylic Shelves Flat with no Attachemnt,1.955,1,Taxable Goods,"Catalog, Search",14.08,,,,acry-shelf-blank-8x24-707324,Acrylic Flat Shelf Blanks,"Acrylic Flat Shelf Blanks, display",Acrylic Flat Shelf Blanks,/707324_base.jpg,Acry Shelf Blank 8x24 base image,/707324_base.jpg,Acry Shelf Blank 8x24 small image,/707324_base.jpg,Acry Shelf Blank 8x24 thumbnail,,,,,,,,1,0,1,base,0,0
707424,,Default,simple,Default Category/Displays/Place Holder,Acry Shelf Blank 10x24,"<div><font color=#000000><font size=2 face=Verdana>Use these shelves with knife edge brackets for slatwall, gridwall or wall systems.&nbsp; You can use these in place of glass or wood shelves.</font></font><font size=2 face=Verdana>&nbsp;<br></font></div>",Acrylic Shelves Flat with no Attachemnt,2.3,1,Taxable Goods,"Catalog, Search",18.85,,,,acry-shelf-blank-10x24-707424,Acrylic Flat Shelf Blanks,"Acrylic Flat Shelf Blanks, display",Acrylic Flat Shelf Blanks,/707424_base.jpg,Acry Shelf Blank 10x24 base image,/707424_base.jpg,Acry Shelf Blank 10x24 small image,/707424_base.jpg,Acry Shelf Blank 10x24 thumbnail,,,,,,,,1,0,1,base,0,0
707524,,Default,simple,Default Category/Displays/Place Holder,Acry Shelf Blank 12x24,"<div><font color=#000000><font size=2 face=Verdana>Use these shelves with knife edge brackets for slatwall, gridwall or wall systems.&nbsp; You can use these in place of glass or wood shelves.</font></font><font size=2 face=Verdana>&nbsp;<br></font></div>",Acrylic Shelves Flat with no Attachemnt,3.105,1,Taxable Goods,"Catalog, Search",21.72,,,,acry-shelf-blank-12x24-707524,Acrylic Flat Shelf Blanks,"Acrylic Flat Shelf Blanks, display",Acrylic Flat Shelf Blanks,/707524_base.jpg,Acry Shelf Blank 12x24 base image,/707524_base.jpg,Acry Shelf Blank 12x24 small image,/707524_base.jpg,Acry Shelf Blank 12x24 thumbnail,,,,,,,,1,0,1,base,0,0
707548,,Default,simple,Default Category/Displays/Place Holder,Acry Shelf Blank 12x48,"<div><font color=#000000><font size=2 face=Verdana>Use these shelves with knife edge brackets for slatwall, gridwall or wall systems.&nbsp; You can use these in place of glass or wood shelves.</font></font><font size=2 face=Verdana>&nbsp;<br></font></div>",Acrylic Shelves Flat with no Attachemnt,3.68,1,Taxable Goods,"Catalog, Search",45.22,,,,acry-shelf-blank-12x48-707548,Acrylic Flat Shelf Blanks,"Acrylic Flat Shelf Blanks, display",Acrylic Flat Shelf Blanks,/707548_base.jpg,Acry Shelf Blank 12x48 base image,/707548_base.jpg,Acry Shelf Blank 12x48 small image,/707548_base.jpg,Acry Shelf Blank 12x48 thumbnail,,,,,,,,1,0,1,base,0,0
