sku,store_view_code,attribute_set_code,product_type,categories,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,created_at,updated_at,new_from_date,new_to_date,map_price,msrp_price,map_enabled,qty,out_of_stock_qty,website_id,product_websites,manage_stock,use_config_manage_stock
562HM7218,,Default,simple,Default Category/General Store Operations/Place Holder,Giftwrap 24x417 M7218 Poinsett,Giftwrap 24x417 M7218 Poinsett,,0,1,Taxable Goods,"Catalog, Search",119.83,,,,giftwrap-24x417-m7218-poinsett-562HM7218,,,,/562HM7218_base.jpg,Giftwrap 24x417 M7218 Poinsett base image,/562HM7218_base.jpg,Giftwrap 24x417 M7218 Poinsett small image,/562HM7218_base.jpg,Giftwrap 24x417 M7218 Poinsett thumbnail,,,,,,,,1,0,1,base,0,0
562HM7219,,Default,simple,Default Category/General Store Operations/Place Holder,Giftwrap 24x417 M7219 Summer,Giftwrap 24x417 M7219 Summer,,0,1,Taxable Goods,"Catalog, Search",93.1,,,,giftwrap-24x417-m7219-summer-562HM7219,,,,/562HM7219_base.jpg,Giftwrap 24x417 M7219 Summer base image,/562HM7219_base.jpg,Giftwrap 24x417 M7219 Summer small image,/562HM7219_base.jpg,Giftwrap 24x417 M7219 Summer thumbnail,,,,,,,,1,0,1,base,0,0
562HM7223,,Default,simple,Default Category/Need to address later,Giftwrap 24x417 M7223 Dizzy,Giftwrap 24x417 M7223 Dizzy,,0,0,Taxable Goods,"Catalog, Search",119.83,,,,giftwrap-24x417-m7223-dizzy-562HM7223,,,,/562HM7223_base.jpg,Giftwrap 24x417 M7223 Dizzy base image,/562HM7223_base.jpg,Giftwrap 24x417 M7223 Dizzy small image,/562HM7223_base.jpg,Giftwrap 24x417 M7223 Dizzy thumbnail,,,,,,,,1,0,1,base,0,0
562HM7224,,Default,simple,Default Category/General Store Operations/Place Holder,Giftwrap 24x417 M7224 Silk,"<font size=2 face=Verdana>Stocked in our Denver warehouse are so many rolls of your favorite giftwrap patterns.&nbsp;You can really&nbsp;Save on these “handy to use” cutter rolls. Our cutter rolls measure XXXX” x 50’. All are priced at one low price of $XXXXXXXX&nbsp; a roll from inventory only available in the Denver Warehouse. If not available in Denver, these same patterns may be ordered at regular gift wrap pricing. </font>",Christmas 50' Rolls,14.95,1,Taxable Goods,"Catalog, Search",148.2,,,,giftwrap-24x417-m7224-silk-562HM7224,,,,/562HM7224_base.jpg,Giftwrap 24x417 M7224 Silk base image,/562HM7224_base.jpg,Giftwrap 24x417 M7224 Silk small image,/562HM7224_base.jpg,Giftwrap 24x417 M7224 Silk thumbnail,,,,,,,,1,0,1,base,0,0
562HM7225,,Default,simple,Default Category/General Store Operations/Place Holder,Giftwrap 24x417 M7225 Gilded,Giftwrap 24x417 M7225 Gilded,,0,1,Taxable Goods,"Catalog, Search",119.83,,,,giftwrap-24x417-m7225-gilded-562HM7225,,,,/562HM7225_base.jpg,Giftwrap 24x417 M7225 Gilded base image,/562HM7225_base.jpg,Giftwrap 24x417 M7225 Gilded small image,/562HM7225_base.jpg,Giftwrap 24x417 M7225 Gilded thumbnail,,,,,,,,1,0,1,base,0,0
562HM7226,,Default,simple,Default Category/General Store Operations/Place Holder,Giftwrap 24x417 M7226 Scrolled,Giftwrap 24x417 M7226 Scrolled,,0,1,Taxable Goods,"Catalog, Search",119.83,,,,giftwrap-24x417-m7226-scrolled-562HM7226,,,,/562HM7226_base.jpg,Giftwrap 24x417 M7226 Scrolled base image,/562HM7226_base.jpg,Giftwrap 24x417 M7226 Scrolled small image,/562HM7226_base.jpg,Giftwrap 24x417 M7226 Scrolled thumbnail,,,,,,,,1,0,1,base,0,0
562HM7229,,Default,simple,Default Category/General Store Operations/Place Holder,Giftwrap 24x417 M7229 Star,Giftwrap 24x417 M7229 Star,,0,1,Taxable Goods,"Catalog, Search",119.83,,,,giftwrap-24x417-m7229-star-562HM7229,,,,/562HM7229_base.jpg,Giftwrap 24x417 M7229 Star base image,/562HM7229_base.jpg,Giftwrap 24x417 M7229 Star small image,/562HM7229_base.jpg,Giftwrap 24x417 M7229 Star thumbnail,,,,,,,,1,0,1,base,0,0
562HM7230,,Default,simple,Default Category/General Store Operations/Place Holder,Giftwrap 24x417 M7230 Star,Giftwrap 24x417 M7230 Star,,0,1,Taxable Goods,"Catalog, Search",119.83,,,,giftwrap-24x417-m7230-star-562HM7230,,,,/562HM7230_base.jpg,Giftwrap 24x417 M7230 Star base image,/562HM7230_base.jpg,Giftwrap 24x417 M7230 Star small image,/562HM7230_base.jpg,Giftwrap 24x417 M7230 Star thumbnail,,,,,,,,1,0,1,base,0,0
562HM7243,,Default,simple,Default Category/General Store Operations/Place Holder,Giftwrap 24x417 M7243 Just,Giftwrap 24x417 M7243 Just,,0,1,Taxable Goods,"Catalog, Search",119.83,,,,giftwrap-24x417-m7243-just-562HM7243,,,,/562HM7243_base.jpg,Giftwrap 24x417 M7243 Just base image,/562HM7243_base.jpg,Giftwrap 24x417 M7243 Just small image,/562HM7243_base.jpg,Giftwrap 24x417 M7243 Just thumbnail,,,,,,,,1,0,1,base,0,0
562HM7244,,Default,simple,Default Category/General Store Operations/Place Holder,Giftwrap 24x417 M7244 Roses in,Giftwrap 24x417 M7244 Roses in,,0,1,Taxable Goods,"Catalog, Search",119.83,,,,giftwrap-24x417-m7244-roses-in-562HM7244,,,,/562HM7244_base.jpg,Giftwrap 24x417 M7244 Roses in base image,/562HM7244_base.jpg,Giftwrap 24x417 M7244 Roses in small image,/562HM7244_base.jpg,Giftwrap 24x417 M7244 Roses in thumbnail,,,,,,,,1,0,1,base,0,0
562HM7246,,Default,simple,Default Category/General Store Operations/Place Holder,Giftwrap 24x417 M7246 Balloon,Giftwrap 24x417 M7246 Balloon,,0,1,Taxable Goods,"Catalog, Search",119.83,,,,giftwrap-24x417-m7246-balloon-562HM7246,,,,/562HM7246_base.jpg,Giftwrap 24x417 M7246 Balloon base image,/562HM7246_base.jpg,Giftwrap 24x417 M7246 Balloon small image,/562HM7246_base.jpg,Giftwrap 24x417 M7246 Balloon thumbnail,,,,,,,,1,0,1,base,0,0
562HM7247,,Default,simple,Default Category/General Store Operations/Place Holder,Giftwrap 24x417 M7247 Making,Giftwrap 24x417 M7247 Making,,0,1,Taxable Goods,"Catalog, Search",119.83,,,,giftwrap-24x417-m7247-making-562HM7247,,,,/562HM7247_base.jpg,Giftwrap 24x417 M7247 Making base image,/562HM7247_base.jpg,Giftwrap 24x417 M7247 Making small image,/562HM7247_base.jpg,Giftwrap 24x417 M7247 Making thumbnail,,,,,,,,1,0,1,base,0,0
562HM7249,,Default,simple,Default Category/General Store Operations/Place Holder,Giftwrap 24x417 M7249 Floral,Giftwrap 24x417 M7249 Floral,,0,1,Taxable Goods,"Catalog, Search",119.83,,,,giftwrap-24x417-m7249-floral-562HM7249,,,,/562HM7249_base.jpg,Giftwrap 24x417 M7249 Floral base image,/562HM7249_base.jpg,Giftwrap 24x417 M7249 Floral small image,/562HM7249_base.jpg,Giftwrap 24x417 M7249 Floral thumbnail,,,,,,,,1,0,1,base,0,0
562HM7250,,Default,simple,Default Category/General Store Operations/Place Holder,Giftwrap 24x417 M7250 Seashell,Giftwrap 24x417 M7250 Seashell,,0,1,Taxable Goods,"Catalog, Search",119.83,,,,giftwrap-24x417-m7250-seashell-562HM7250,,,,/562HM7250_base.jpg,Giftwrap 24x417 M7250 Seashell base image,/562HM7250_base.jpg,Giftwrap 24x417 M7250 Seashell small image,/562HM7250_base.jpg,Giftwrap 24x417 M7250 Seashell thumbnail,,,,,,,,1,0,1,base,0,0
562HM7251,,Default,simple,Default Category/General Store Operations/Place Holder,Giftwrap 24x417 M7251 Cartouch,Giftwrap 24x417 M7251 Cartouch,,0,1,Taxable Goods,"Catalog, Search",119.83,,,,giftwrap-24x417-m7251-cartouch-562HM7251,,,,/562HM7251_base.jpg,Giftwrap 24x417 M7251 Cartouch base image,/562HM7251_base.jpg,Giftwrap 24x417 M7251 Cartouch small image,/562HM7251_base.jpg,Giftwrap 24x417 M7251 Cartouch thumbnail,,,,,,,,1,0,1,base,0,0
