sku,store_view_code,attribute_set_code,product_type,categories,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,created_at,updated_at,new_from_date,new_to_date,map_price,msrp_price,map_enabled,qty,out_of_stock_qty,website_id,product_websites,manage_stock,use_config_manage_stock,errors
54715BG,,Default,simple,"Default Category/Boxes & Packaging/Gift Boxes/Colored Kraft Gift Boxes","Box Gift 1-PC 4x4x4 Black","Box Gift 1-PC 4x4x4 Black",,0,1,"Taxable Goods","Catalog, Search",68.6,,,,box-gift-1-pc-4x4x4-black-54715BG,,,,/54715BG_base.jpg,"Box Gift 1-PC 4x4x4 Black base image",/54715BG_base.jpg,"Box Gift 1-PC 4x4x4 Black small image",/54715BG_base.jpg,"Box Gift 1-PC 4x4x4 Black thumbnail",,,,,,,,1,0,1,base,0,0,"Imported resource (image) could not be downloaded from external resource due to timeout or access permissions"
54715BK,,Default,simple,"Default Category/Boxes & Packaging/Gift Boxes/Colored Kraft Gift Boxes","Box Gift 1-PC 4x4x4 Black P/S","<font face=""Courier New""><font color=#000000> 
<p><font size=2><span style=""FONT-FAMILY: 'Verdana','sans-serif'"">Tinted Kraft Tuck it gift Boxes are available in Oatmeal, Deep Purple, Black Groove and Cocoa</span><span style=""FONT-FAMILY: 'Verdana','sans-serif'"">. These boxes are one piece and ship flat for assembly when you need them. If you'd like a custom look&nbsp;these boxes may be hot stamped with your name please call 800-426-5708 for details.</span> </font></p></font></font>","Tinted Kraft Tuckit Gift Boxes",8.05,1,"Taxable Goods","Catalog, Search",62.2,,,,box-gift-1-pc-4x4x4-black-ps-54715BK,"Tuckit Boxes - Gift Boxes for Retail Stores, Tinted Kraft Tuckit Boxes","tuckit boxes gift boxes tuckit gift boxes","Tuckit boxes for retail stores, order tinted Kraft tuckit gift boxes and retail packaging supplies for your retail store online.",/54715BK_base.jpg,"Box Gift 1-PC 4x4x4 Black P/S base image",/54715BK_base.jpg,"Box Gift 1-PC 4x4x4 Black P/S small image",/54715BK_base.jpg,"Box Gift 1-PC 4x4x4 Black P/S thumbnail",,,,,,,,1,0,1,base,0,0,"Imported resource (image) could not be downloaded from external resource due to timeout or access permissions"
54715CK,,Default,simple,"Default Category/Boxes & Packaging/Gift Boxes/Colored Kraft Gift Boxes","Box Gift 1-PC 4x4x4 Cocoa","<font face=""Courier New""><font color=#000000> 
<p><font size=2><span style=""FONT-FAMILY: 'Verdana','sans-serif'"">Tinted Kraft Tuck it gift Boxes are available in Oatmeal, Deep Purple, Black Groove and Cocoa</span><span style=""FONT-FAMILY: 'Verdana','sans-serif'"">. These boxes are one piece and ship flat for assembly when you need them. If you'd like a custom look&nbsp;these boxes may be hot stamped with your name please call 800-426-5708 for details.</span> </font></p></font></font>","Tinted Kraft Tuckit Gift Boxes",7,1,"Taxable Goods","Catalog, Search",62.2,,,,box-gift-1-pc-4x4x4-cocoa-54715CK,"Tuckit Boxes - Gift Boxes for Retail Stores, Tinted Kraft Tuckit Boxes","tuckit boxes gift boxes tuckit gift boxes","Tuckit boxes for retail stores, order tinted Kraft tuckit gift boxes and retail packaging supplies for your retail store online.",/54715CK_base.jpg,"Box Gift 1-PC 4x4x4 Cocoa base image",/54715CK_base.jpg,"Box Gift 1-PC 4x4x4 Cocoa small image",/54715CK_base.jpg,"Box Gift 1-PC 4x4x4 Cocoa thumbnail",,,,,,,,1,0,1,base,0,0,"Imported resource (image) could not be downloaded from external resource due to timeout or access permissions"
54715GF,,Default,simple,"Default Category/Boxes & Packaging/Gift Boxes/Gold & Silver Foil Boxes","Box Gift 1-PC 4x4x4 Gold Linen","Box Gift 1-PC 4x4x4 Gold Linen",,0,1,"Taxable Goods","Catalog, Search",92.8,,,,box-gift-1-pc-4x4x4-gold-linen-54715GF,,,,/54715GF_base.jpg,"Box Gift 1-PC 4x4x4 Gold Linen base image",/54715GF_base.jpg,"Box Gift 1-PC 4x4x4 Gold Linen small image",/54715GF_base.jpg,"Box Gift 1-PC 4x4x4 Gold Linen thumbnail",,,,,,,,1,0,1,base,0,0,"Imported resource (image) could not be downloaded from external resource due to timeout or access permissions"
54715PK,,Default,simple,"Default Category/Boxes & Packaging/Gift Boxes/Colored Kraft Gift Boxes","Box Gift 1-PC 4x4x4 Deep","<font face=""Courier New""><font color=#000000> 
<p><font size=2><span style=""FONT-FAMILY: 'Verdana','sans-serif'"">Tinted Kraft Tuck it gift Boxes are available in Oatmeal, Deep Purple, Black Groove and Cocoa</span><span style=""FONT-FAMILY: 'Verdana','sans-serif'"">. These boxes are one piece and ship flat for assembly when you need them. If you'd like a custom look&nbsp;these boxes may be hot stamped with your name please call 800-426-5708 for details.</span> </font></p></font></font>","Tinted Kraft Tuckit Gift Boxes",8.05,1,"Taxable Goods","Catalog, Search",62.2,,,,box-gift-1-pc-4x4x4-deep-54715PK,"Tuckit Boxes - Gift Boxes for Retail Stores, Tinted Kraft Tuckit Boxes","tuckit boxes gift boxes tuckit gift boxes","Tuckit boxes for retail stores, order tinted Kraft tuckit gift boxes and retail packaging supplies for your retail store online.",/54715PK_base.jpg,"Box Gift 1-PC 4x4x4 Deep base image",/54715PK_base.jpg,"Box Gift 1-PC 4x4x4 Deep small image",/54715PK_base.jpg,"Box Gift 1-PC 4x4x4 Deep thumbnail",,,,,,,,1,0,1,base,0,0,"Imported resource (image) could not be downloaded from external resource due to timeout or access permissions"
54715RG,,Default,simple,"Default Category/Boxes & Packaging/Gift Boxes/Colored Gloss Gift Boxes","Box Gift 1-PC 4x4x4 Holiday","Box Gift 1-PC 4x4x4 Holiday",,0,1,"Taxable Goods","Catalog, Search",68.6,,,,box-gift-1-pc-4x4x4-holiday-54715RG,,,,/54715RG_base.jpg,"Box Gift 1-PC 4x4x4 Holiday base image",/54715RG_base.jpg,"Box Gift 1-PC 4x4x4 Holiday small image",/54715RG_base.jpg,"Box Gift 1-PC 4x4x4 Holiday thumbnail",,,,,,,,1,0,1,base,0,0,"Imported resource (image) could not be downloaded from external resource due to timeout or access permissions"
54715SF,,Default,simple,"Default Category/Boxes & Packaging/Gift Boxes/Colored Gloss Gift Boxes","Box Gift 1-PC 4x4x4 Silver","Box Gift 1-PC 4x4x4 Silver",,0,1,"Taxable Goods","Catalog, Search",92.8,,,,box-gift-1-pc-4x4x4-silver-54715SF,,,,/54715SF_base.jpg,"Box Gift 1-PC 4x4x4 Silver base image",/54715SF_base.jpg,"Box Gift 1-PC 4x4x4 Silver small image",/54715SF_base.jpg,"Box Gift 1-PC 4x4x4 Silver thumbnail",,,,,,,,1,0,1,base,0,0,"Imported resource (image) could not be downloaded from external resource due to timeout or access permissions"
54715SG,,Default,simple,"Default Category/Boxes & Packaging/Gift Boxes/Colored Gloss Gift Boxes","Box Gift 1-PC 4x4x4 Silver","Box Gift 1-PC 4x4x4 Silver",,0,1,"Taxable Goods","Catalog, Search",68.6,,,,box-gift-1-pc-4x4x4-silver-54715SG,,,,/54715SG_base.jpg,"Box Gift 1-PC 4x4x4 Silver base image",/54715SG_base.jpg,"Box Gift 1-PC 4x4x4 Silver small image",/54715SG_base.jpg,"Box Gift 1-PC 4x4x4 Silver thumbnail",,,,,,,,1,0,1,base,0,0,"Imported resource (image) could not be downloaded from external resource due to timeout or access permissions"
54720BK,,Default,simple,"Default Category/Boxes & Packaging/Gift Boxes/Colored Kraft Gift Boxes","Box Gift 1-PC 5x5x3 Black P/S","<font face=""Courier New""><font color=#000000> 
<p><font size=2><span style=""FONT-FAMILY: 'Verdana','sans-serif'"">Tinted Kraft Tuck it gift Boxes are available in Oatmeal, Deep Purple, Black Groove and Cocoa</span><span style=""FONT-FAMILY: 'Verdana','sans-serif'"">. These boxes are one piece and ship flat for assembly when you need them. If you'd like a custom look&nbsp;these boxes may be hot stamped with your name please call 800-426-5708 for details.</span> </font></p></font></font>","Tinted Kraft Tuckit Gift Boxes",9.2,1,"Taxable Goods","Catalog, Search",64.6,,,,box-gift-1-pc-5x5x3-black-ps-54720BK,"Tuckit Boxes - Gift Boxes for Retail Stores, Tinted Kraft Tuckit Boxes","tuckit boxes gift boxes tuckit gift boxes","Tuckit boxes for retail stores, order tinted Kraft tuckit gift boxes and retail packaging supplies for your retail store online.",/54720BK_base.jpg,"Box Gift 1-PC 5x5x3 Black P/S base image",/54720BK_base.jpg,"Box Gift 1-PC 5x5x3 Black P/S small image",/54720BK_base.jpg,"Box Gift 1-PC 5x5x3 Black P/S thumbnail",,,,,,,,1,0,1,base,0,0,"Imported resource (image) could not be downloaded from external resource due to timeout or access permissions"
54720CK,,Default,simple,"Default Category/Boxes & Packaging/Gift Boxes/Colored Kraft Gift Boxes","Box Gift 1-PC 5x5x3 Cocoa","<font face=""Courier New""><font color=#000000> 
<p><font size=2><span style=""FONT-FAMILY: 'Verdana','sans-serif'"">Tinted Kraft Tuck it gift Boxes are available in Oatmeal, Deep Purple, Black Groove and Cocoa</span><span style=""FONT-FAMILY: 'Verdana','sans-serif'"">. These boxes are one piece and ship flat for assembly when you need them. If you'd like a custom look&nbsp;these boxes may be hot stamped with your name please call 800-426-5708 for details.</span> </font></p></font></font>","Tinted Kraft Tuckit Gift Boxes",8,1,"Taxable Goods","Catalog, Search",64.6,,,,box-gift-1-pc-5x5x3-cocoa-54720CK,"Tuckit Boxes - Gift Boxes for Retail Stores, Tinted Kraft Tuckit Boxes","tuckit boxes gift boxes tuckit gift boxes","Tuckit boxes for retail stores, order tinted Kraft tuckit gift boxes and retail packaging supplies for your retail store online.",/54720CK_base.jpg,"Box Gift 1-PC 5x5x3 Cocoa base image",/54720CK_base.jpg,"Box Gift 1-PC 5x5x3 Cocoa small image",/54720CK_base.jpg,"Box Gift 1-PC 5x5x3 Cocoa thumbnail",,,,,,,,1,0,1,base,0,0,"Imported resource (image) could not be downloaded from external resource due to timeout or access permissions"
