sku,store_view_code,attribute_set_code,product_type,categories,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,created_at,updated_at,new_from_date,new_to_date,map_price,msrp_price,map_enabled,qty,out_of_stock_qty,website_id,product_websites,manage_stock,use_config_manage_stock
5K20203,,Default,simple,Default Category/Shopping Bags/Plastic Bags/Clear Poly Bags/Zippered Poly Bags,Bags Clear Poly Zip 2x3 2MIL,"<div><font color=#000000 size=2 face=""Verdana, Helvetica"">Clear Plastic Zipper Reclosable Bags are available in many sizes. Great if you have lots of small items that need to be packaged individually, like beads, or other types of craft supplies.&nbsp; <br>Available in two&nbsp;thicknesses 2 Mil and 4 Mil (not all sizes available in both gauges).<br><font size=2>Sold&nbsp;1M (1,000) per case.</font></font></div>",Clear Zipper Reclosable Poly Bags,1.495,1,Taxable Goods,"Catalog, Search",8.04,,,,bags-clear-poly-zip-2x3-2mil-5K20203,Plastic Bags - Clear Plastic Zipper Reclosable Bags,"bags plastic clear bag zipper reclosable bags, resuable packaging","Clear plastic reclosable zipper bags available in many sizes for your retail store packaging needs, order clear plastic bags online.",/5K20203_base.jpg,Bags Clear Poly Zip 2x3 2MIL base image,/5K20203_base.jpg,Bags Clear Poly Zip 2x3 2MIL small image,/5K20203_base.jpg,Bags Clear Poly Zip 2x3 2MIL thumbnail,,,,,,,,1,0,1,base,0,0
5K20303,,Default,simple,Default Category/Shopping Bags/Plastic Bags/Clear Poly Bags/Zippered Poly Bags,Bags Clear Poly Zip 3x3 2MIL,"<div><font color=#000000 size=2 face=""Verdana, Helvetica"">Clear Plastic Zipper Reclosable Bags are available in many sizes. Great if you have lots of small items that need to be packaged individually, like beads, or other types of craft supplies.&nbsp; <br>Available in two&nbsp;thicknesses 2 Mil and 4 Mil (not all sizes available in both gauges).<br><font size=2>Sold&nbsp;1M (1,000) per case.</font></font></div>",Clear Zipper Reclosable Poly Bags,2.07,1,Taxable Goods,"Catalog, Search",10.57,,,,bags-clear-poly-zip-3x3-2mil-5K20303,Plastic Bags - Clear Plastic Zipper Reclosable Bags,"bags plastic clear bag zipper reclosable bags, resuable packaging","Clear plastic reclosable zipper bags available in many sizes for your retail store packaging needs, order clear plastic bags online.",/5K20303_base.jpg,Bags Clear Poly Zip 3x3 2MIL base image,/5K20303_base.jpg,Bags Clear Poly Zip 3x3 2MIL small image,/5K20303_base.jpg,Bags Clear Poly Zip 3x3 2MIL thumbnail,,,,,,,,1,0,1,base,0,0
5K20304,,Default,simple,Default Category/Shopping Bags/Plastic Bags/Clear Poly Bags/Zippered Poly Bags,Bags Clear Poly Zip 3x4 2MIL,"<div><font color=#000000 size=2 face=""Verdana, Helvetica"">Clear Plastic Zipper Reclosable Bags are available in many sizes. Great if you have lots of small items that need to be packaged individually, like beads, or other types of craft supplies.&nbsp; <br>Available in two&nbsp;thicknesses 2 Mil and 4 Mil (not all sizes available in both gauges).<br><font size=2>Sold&nbsp;1M (1,000) per case.</font></font></div>",Clear Zipper Reclosable Poly Bags,2.76,1,Taxable Goods,"Catalog, Search",10.93,,,,bags-clear-poly-zip-3x4-2mil-5K20304,Plastic Bags - Clear Plastic Zipper Reclosable Bags,"bags plastic clear bag zipper reclosable bags, resuable packaging","Clear plastic reclosable zipper bags available in many sizes for your retail store packaging needs, order clear plastic bags online.",/5K20304_base.jpg,Bags Clear Poly Zip 3x4 2MIL base image,/5K20304_base.jpg,Bags Clear Poly Zip 3x4 2MIL small image,/5K20304_base.jpg,Bags Clear Poly Zip 3x4 2MIL thumbnail,,,,,,,,1,0,1,base,0,0
5K20305,,Default,simple,Default Category/Shopping Bags/Plastic Bags/Clear Poly Bags/Zippered Poly Bags,Bags Clear Poly Zip 3x5 2 Mil,"<div><font color=#000000 size=2 face=""Verdana, Helvetica"">Clear Plastic Zipper Reclosable Bags are available in many sizes. Great if you have lots of small items that need to be packaged individually, like beads, or other types of craft supplies.&nbsp; <br>Available in two&nbsp;thicknesses 2 Mil and 4 Mil (not all sizes available in both gauges).<br><font size=2>Sold&nbsp;1M (1,000) per case.</font></font></div>",Clear Zipper Reclosable Poly Bags,2.875,1,Taxable Goods,"Catalog, Search",13,,,,bags-clear-poly-zip-3x5-2-mil-5K20305,Plastic Bags - Clear Plastic Zipper Reclosable Bags,"bags plastic clear bag zipper reclosable bags, resuable packaging","Clear plastic reclosable zipper bags available in many sizes for your retail store packaging needs, order clear plastic bags online.",/5K20305_base.jpg,Bags Clear Poly Zip 3x5 2 Mil base image,/5K20305_base.jpg,Bags Clear Poly Zip 3x5 2 Mil small image,/5K20305_base.jpg,Bags Clear Poly Zip 3x5 2 Mil thumbnail,,,,,,,,1,0,1,base,0,0
5K20306,,Default,simple,Default Category/Shopping Bags/Plastic Bags/Clear Poly Bags/Zippered Poly Bags,Bags Clear Poly Zipper 2 Mil,"<div><font color=#000000 size=2 face=""Verdana, Helvetica"">Clear Plastic Zipper Reclosable Bags are available in many sizes. Great if you have lots of small items that need to be packaged individually, like beads, or other types of craft supplies.&nbsp; <br>Available in two&nbsp;thicknesses 2 Mil and 4 Mil (not all sizes available in both gauges).<br><font size=2>Sold&nbsp;1M (1,000) per case.</font></font></div>",Clear Zipper Reclosable Poly Bags,3.91,1,Taxable Goods,"Catalog, Search",14.98,,,,bags-clear-poly-zipper-2-mil-5K20306,Plastic Bags - Clear Plastic Zipper Reclosable Bags,"bags plastic clear bag zipper reclosable bags, resuable packaging","Clear plastic reclosable zipper bags available in many sizes for your retail store packaging needs, order clear plastic bags online.",/5K20306_base.jpg,Bags Clear Poly Zipper 2 Mil base image,/5K20306_base.jpg,Bags Clear Poly Zipper 2 Mil small image,/5K20306_base.jpg,Bags Clear Poly Zipper 2 Mil thumbnail,,,,,,,,1,0,1,base,0,0
5K20404,,Default,simple,Default Category/Shopping Bags/Plastic Bags/Clear Poly Bags/Zippered Poly Bags,Bags Clear Poly Zip 4x4 2 Mil,Bags Clear Poly Zip 4x4 2 Mil,,0,1,Taxable Goods,"Catalog, Search",14.26,,,,bags-clear-poly-zip-4x4-2-mil-5K20404,,,,/5K20404_base.jpg,Bags Clear Poly Zip 4x4 2 Mil base image,/5K20404_base.jpg,Bags Clear Poly Zip 4x4 2 Mil small image,/5K20404_base.jpg,Bags Clear Poly Zip 4x4 2 Mil thumbnail,,,,,,,,1,0,1,base,0,0
5K20406,,Default,simple,Default Category/Shopping Bags/Plastic Bags/Clear Poly Bags/Zippered Poly Bags,Bags Clear Poly Zip 4x6 2 Mil,"<div><font color=#000000 size=2 face=""Verdana, Helvetica"">Clear Plastic Zipper Reclosable Bags are available in many sizes. Great if you have lots of small items that need to be packaged individually, like beads, or other types of craft supplies.&nbsp; <br>Available in two&nbsp;thicknesses 2 Mil and 4 Mil (not all sizes available in both gauges).<br><font size=2>Sold&nbsp;1M (1,000) per case.</font></font></div>",Clear Zipper Reclosable Poly Bags,4.945,1,Taxable Goods,"Catalog, Search",18.98,,,,bags-clear-poly-zip-4x6-2-mil-5K20406,Plastic Bags - Clear Plastic Zipper Reclosable Bags,"bags plastic clear bag zipper reclosable bags, resuable packaging","Clear plastic reclosable zipper bags available in many sizes for your retail store packaging needs, order clear plastic bags online.",/5K20406_base.jpg,Bags Clear Poly Zip 4x6 2 Mil base image,/5K20406_base.jpg,Bags Clear Poly Zip 4x6 2 Mil small image,/5K20406_base.jpg,Bags Clear Poly Zip 4x6 2 Mil thumbnail,,,,,,,,1,0,1,base,0,0
5K20408,,Default,simple,Default Category/Clothing Racks & Hangers/Place Holder,Bags Clear Poly Zip 4x8 2 Mil,"<div><font color=#000000 size=2 face=""Verdana, Helvetica"">Clear Plastic Zipper Reclosable Bags are available in many sizes. Great if you have lots of small items that need to be packaged individually, like beads, or other types of craft supplies.&nbsp; <br>Available in two&nbsp;thicknesses 2 Mil and 4 Mil (not all sizes available in both gauges).<br><font size=2>Sold&nbsp;1M (1,000) per case.</font></font></div>",Clear Zipper Reclosable Poly Bags,6.325,1,Taxable Goods,"Catalog, Search",23.89,,,,bags-clear-poly-zip-4x8-2-mil-5K20408,Plastic Bags - Clear Plastic Zipper Reclosable Bags,"bags plastic clear bag zipper reclosable bags, resuable packaging","Clear plastic reclosable zipper bags available in many sizes for your retail store packaging needs, order clear plastic bags online.",/5K20408_base.jpg,Bags Clear Poly Zip 4x8 2 Mil base image,/5K20408_base.jpg,Bags Clear Poly Zip 4x8 2 Mil small image,/5K20408_base.jpg,Bags Clear Poly Zip 4x8 2 Mil thumbnail,,,,,,,,1,0,1,base,0,0
5K20507,,Default,simple,Default Category/Shopping Bags/Plastic Bags/Clear Poly Bags/Zippered Poly Bags,Bags Clear Poly Zip 5x7 2 Mil,"<div><font color=#000000 size=2 face=""Verdana, Helvetica"">Clear Plastic Zipper Reclosable Bags are available in many sizes. Great if you have lots of small items that need to be packaged individually, like beads, or other types of craft supplies.&nbsp; <br>Available in two&nbsp;thicknesses 2 Mil and 4 Mil (not all sizes available in both gauges).<br><font size=2>Sold&nbsp;1M (1,000) per case.</font></font></div>",Clear Zipper Reclosable Poly Bags,7.245,1,Taxable Goods,"Catalog, Search",27.17,,,,bags-clear-poly-zip-5x7-2-mil-5K20507,Plastic Bags - Clear Plastic Zipper Reclosable Bags,"bags plastic clear bag zipper reclosable bags, resuable packaging","Clear plastic reclosable zipper bags available in many sizes for your retail store packaging needs, order clear plastic bags online.",/5K20507_base.jpg,Bags Clear Poly Zip 5x7 2 Mil base image,/5K20507_base.jpg,Bags Clear Poly Zip 5x7 2 Mil small image,/5K20507_base.jpg,Bags Clear Poly Zip 5x7 2 Mil thumbnail,,,,,,,,1,0,1,base,0,0
5K20508,,Default,simple,Default Category/Shopping Bags/Plastic Bags/Clear Poly Bags/Zippered Poly Bags,Bags Clear Poly Zip 5x8 2 Mil,Bags Clear Poly Zip 5x8 2 Mil,,0,1,Taxable Goods,"Catalog, Search",29.85,,,,bags-clear-poly-zip-5x8-2-mil-5K20508,,,,/5K20508_base.jpg,Bags Clear Poly Zip 5x8 2 Mil base image,/5K20508_base.jpg,Bags Clear Poly Zip 5x8 2 Mil small image,/5K20508_base.jpg,Bags Clear Poly Zip 5x8 2 Mil thumbnail,,,,,,,,1,0,1,base,0,0
