sku,store_view_code,attribute_set_code,product_type,categories,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,created_at,updated_at,new_from_date,new_to_date,map_price,msrp_price,map_enabled,qty,out_of_stock_qty,website_id,product_websites,manage_stock,use_config_manage_stock
56T6R,,Default,simple,Default Category/Shopping Bags/Place Holder,Bag Tote 6.5x3.5x6.5 Gloss Red,Bag Tote 6.5x3.5x6.5 Gloss Red,,0,1,Taxable Goods,"Catalog, Search",173.04,,,,bag-tote-6.5x3.5x6.5-gloss-red-56T6R,,,,/56T6R_base.jpg,Bag Tote 6.5x3.5x6.5 Gloss Red base image,/56T6R_base.jpg,Bag Tote 6.5x3.5x6.5 Gloss Red small image,/56T6R_base.jpg,Bag Tote 6.5x3.5x6.5 Gloss Red thumbnail,,,,,,,,1,0,1,base,0,0
56T6RB,,Default,simple,Default Category/Shopping Bags/Place Holder,Bag Tote 6.5x3.5x6.5 Gloss,Bag Tote 6.5x3.5x6.5 Gloss,,0,1,Taxable Goods,"Catalog, Search",173.04,,,,bag-tote-6.5x3.5x6.5-gloss-56T6RB,,,,/56T6RB_base.jpg,Bag Tote 6.5x3.5x6.5 Gloss base image,/56T6RB_base.jpg,Bag Tote 6.5x3.5x6.5 Gloss small image,/56T6RB_base.jpg,Bag Tote 6.5x3.5x6.5 Gloss thumbnail,,,,,,,,1,0,1,base,0,0
56T6S,,Default,simple,Default Category/Shopping Bags/Place Holder,Bag Tote 6.5x3.5x6.5 Gloss,Bag Tote 6.5x3.5x6.5 Gloss,,0,1,Taxable Goods,"Catalog, Search",173.04,,,,bag-tote-6.5x3.5x6.5-gloss-56T6S,,,,/56T6S_base.jpg,Bag Tote 6.5x3.5x6.5 Gloss base image,/56T6S_base.jpg,Bag Tote 6.5x3.5x6.5 Gloss small image,/56T6S_base.jpg,Bag Tote 6.5x3.5x6.5 Gloss thumbnail,,,,,,,,1,0,1,base,0,0
56T6W,,Default,simple,Default Category/Shopping Bags/Place Holder,Bag Tote 6.5x3.5x6.5 Gloss,Bag Tote 6.5x3.5x6.5 Gloss,,0,1,Taxable Goods,"Catalog, Search",164.8,,,,bag-tote-6.5x3.5x6.5-gloss-56T6W,,,,/56T6W_base.jpg,Bag Tote 6.5x3.5x6.5 Gloss base image,/56T6W_base.jpg,Bag Tote 6.5x3.5x6.5 Gloss small image,/56T6W_base.jpg,Bag Tote 6.5x3.5x6.5 Gloss thumbnail,,,,,,,,1,0,1,base,0,0
56T6WC,,Default,simple,Default Category/Shopping Bags/Place Holder,Bag Tote 6.5x3.5x6.5 Corduroy,Bag Tote 6.5x3.5x6.5 Corduroy,,0,1,Taxable Goods,"Catalog, Search",206,,,,bag-tote-6.5x3.5x6.5-corduroy-56T6WC,,,,/56T6WC_base.jpg,Bag Tote 6.5x3.5x6.5 Corduroy base image,/56T6WC_base.jpg,Bag Tote 6.5x3.5x6.5 Corduroy small image,/56T6WC_base.jpg,Bag Tote 6.5x3.5x6.5 Corduroy thumbnail,,,,,,,,1,0,1,base,0,0
56T81B,,Default,simple,Default Category/Shopping Bags/Place Holder,Bag Tote 8x4x10 Matte Black,Bag Tote 8x4x10 Matte Black,,0,1,Taxable Goods,"Catalog, Search",210.12,,,,bag-tote-8x4x10-matte-black-56T81B,,,,/56T81B_base.jpg,Bag Tote 8x4x10 Matte Black base image,/56T81B_base.jpg,Bag Tote 8x4x10 Matte Black small image,/56T81B_base.jpg,Bag Tote 8x4x10 Matte Black thumbnail,,,,,,,,1,0,1,base,0,0
56T81BR,,Default,simple,Default Category/Shopping Bags/Place Holder,Bag Tote 8x4x10 Matte,Bag Tote 8x4x10 Matte,,0,1,Taxable Goods,"Catalog, Search",210.12,,,,bag-tote-8x4x10-matte-56T81BR,,,,/56T81BR_base.jpg,Bag Tote 8x4x10 Matte base image,/56T81BR_base.jpg,Bag Tote 8x4x10 Matte small image,/56T81BR_base.jpg,Bag Tote 8x4x10 Matte thumbnail,,,,,,,,1,0,1,base,0,0
56T81G,,Default,simple,Default Category/Shopping Bags/Place Holder,Bag Tote 8x4x10 Matte Baroque,Bag Tote 8x4x10 Matte Baroque,,0,1,Taxable Goods,"Catalog, Search",210.12,,,,bag-tote-8x4x10-matte-baroque-56T81G,,,,/56T81G_base.jpg,Bag Tote 8x4x10 Matte Baroque base image,/56T81G_base.jpg,Bag Tote 8x4x10 Matte Baroque small image,/56T81G_base.jpg,Bag Tote 8x4x10 Matte Baroque thumbnail,,,,,,,,1,0,1,base,0,0
56T81HG,,Default,simple,Default Category/Shopping Bags/Place Holder,Bag Tote 8x4x10 Matte Hunter,Bag Tote 8x4x10 Matte Hunter,,0,1,Taxable Goods,"Catalog, Search",210.12,,,,bag-tote-8x4x10-matte-hunter-56T81HG,,,,/56T81HG_base.jpg,Bag Tote 8x4x10 Matte Hunter base image,/56T81HG_base.jpg,Bag Tote 8x4x10 Matte Hunter small image,/56T81HG_base.jpg,Bag Tote 8x4x10 Matte Hunter thumbnail,,,,,,,,1,0,1,base,0,0
56T81I,,Default,simple,Default Category/Shopping Bags/Place Holder,Bag Tote 8x4x10 Matte Ivory,Bag Tote 8x4x10 Matte Ivory,,0,1,Taxable Goods,"Catalog, Search",210.12,,,,bag-tote-8x4x10-matte-ivory-56T81I,,,,/56T81I_base.jpg,Bag Tote 8x4x10 Matte Ivory base image,/56T81I_base.jpg,Bag Tote 8x4x10 Matte Ivory small image,/56T81I_base.jpg,Bag Tote 8x4x10 Matte Ivory thumbnail,,,,,,,,1,0,1,base,0,0
